OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Confidence
a411d2d2a585cf5b0e120725cd5d92ee,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.759187777
c50e99458383ebf13ec3c37e8bd41b0d,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Neisseriaceae,Neisseria,0.994260209
ff74d7b6608aefe8c09ceaaa746bf8ee,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.815261986
c505e5292d56c52b738fea0e59cf10d3,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales, Pasteurellaceae,Haemophilus,0.722611959
465e917ea06d1ce6ea785d27f0372ef6,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Streptococcaceae,Streptococcus,0.999865836
99c02683cc24f7897a97a5538b42dd5f,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales, Family XI,Gemella,0.999991683
5ae8231c8df25f251314ff0003b99e0d,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales, Micrococcaceae,Micrococcus,0.985162915
fba2c425666cc798aba66b67f343e7cb,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales, Family XI,Gemella,0.999991142
5db3685b285e906a77e7b54c9151f332,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales, Labraceae,Labrys,0.999999556
9fdf1635d7652fa403688d0abcdbb3ae,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Carnobacteriaceae,Dolosigranulum,0.999999999
3c7c2bff8010a2df93804ac94513591f,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales, Veillonellaceae,Veillonella,0.753466551
d3ee07171cd709aca368030b3209f716,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales, Family XI,Gemella,0.999990614
d609fa906223bfb6bb432c6d28154d8d,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Porphyromonadaceae,Porphyromonas,0.999999998
4892f891da14927a3757123340696763,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Carnobacteriaceae,Granulicatella,0.860719131
b401820c00d0a48d6b3a1cb6c7ffc7c2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales, Enterobacteriaceae,NA,0.999818468
7a9f566a4acbab7a0bf11492ac571d34,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales, Chitinophagaceae,Hydrotalea,0.999983145
ffdae294d23dec8a1057be1c01a82b00,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,NA,NA,1
5a94ea9f1f429d628fa9158bcc3f3522,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales, Family XI,Gemella,0.999990172
4d3daa3c91ad9dda7d2eabc0e1158e4f,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Porphyromonadaceae,Porphyromonas,0.999295615
bf0b91f3de23f64092882b9887a3df88,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Actinomycetales, Actinomycetaceae,Actinomyces,0.999999986
cf49d991671be2cf1108345cb1465669,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales, Chitinophagaceae,Hydrotalea,0.999983373
9ffb5190cf388cbbec7913498475a99c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Neisseriaceae,Neisseria,0.999739562
9d1c28754f7f1e115a943f9933b6e143,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales, Enterobacteriaceae,NA,0.999798405
b1314ba67a3793fb1e4c677b19108ba9,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Prevotellaceae,Alloprevotella,1
e59be2f0704f3f609ad33fb05f9c8c3d,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales, Staphylococcaceae,Staphylococcus,0.999988968
642d6fcda91cfd8e1c29e64dc902a4c9,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales, Enterobacteriaceae,NA,0.999827314
405e7a354649f70e195564833ecc68d9,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales, Pasteurellaceae,Haemophilus,0.703376953
f7e0871e77df0c886da8a19283926c75,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.815298869
59b46738c3796eb8a58ef6444318efba,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales, Family XI,Gemella,0.999991207
7329dceb679776a78fe337e3ae315163,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,NA,NA,1
e32f2fcdbca40168b9b44f025c8b9291,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.836814417
20d68a0b001be78fb9d679a71bd43f8a,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales, Pasteurellaceae,Haemophilus,0.975733647
75729107decd79c5d5e090fcf5dd6755,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Streptococcaceae,Streptococcus,0.999999816
85ced0617efe9c0d6db11469cec5e33f,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Carnobacteriaceae,Dolosigranulum,0.999999999
8b5ff1be8982a667a2c4f6ccdc871b9d,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.807264801
4584f9eff6a6695ed421f0610f52d1a8,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales, Pasteurellaceae,NA,1
7fafc6840f0649b5170fe142f8f936c1,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Corynebacteriales, Corynebacteriaceae,Corynebacterium 1,0.878506073
929d4e9a806320e6189bad0b6e894de2,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Prevotellaceae,Alloprevotella,1
c5f24fe13978fd95092e795e9e46fc6c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Neisseriaceae,Neisseria,0.993260199
3e0573523a265c5e6ce7a496aca2c21d,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.769181158
cfd37ffa1a70b8fff7b79e58ebcdb405,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Streptococcaceae,Streptococcus,0.999999817
8cad557b7e0fd2b410eac540c11cf0bb,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.995662705
a962ba83dfd0d74c6ea3ed233bb0aa95,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.79509447
fa9bb40f48ae1ef6b0f6494b3abaf8a6,D_0__Bacteria,D_1__Fusobacteria,D_2__Fusobacteriia,D_3__Fusobacteriales, Fusobacteriaceae,Fusobacterium,1
cd08e8639207e670b0dec430eeb2e092,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales, Enterobacteriaceae,NA,0.999798289
feb2dc98b4f1630df7158b754f4486a2,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales, Family XI,Gemella,0.999991433
78279aae20040455e0fb725fae667e20,D_0__Bacteria,D_1__Cyanobacteria,D_2__Oxyphotobacteria,D_3__Chloroplast,NA,NA,1
43adc9217ba723d1bcd2c573d2fb1e4c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales, Pasteurellaceae,Actinobacillus,0.845540297
2b2c981ac9beb12f83ab35a415587e97,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales, Pasteurellaceae,Actinobacillus,0.87189666
ae58b01c1037327da64c582a01b8e5dd,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.807348978
2859569fde24ae526d038d1e0614a84c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales, Enterobacteriaceae,NA,0.999876336
b9a6ecdc193dfd1f995e0ddbb19ebeb4,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales, Chitinophagaceae,Hydrotalea,0.999986123
1871e37f08816e92048c77f7fe220b87,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales, Xanthobacteraceae,Bradyrhizobium,0.877471736
c19a37d32d24511f00ba3485d1220e2d,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Carnobacteriaceae,Dolosigranulum,0.999999999
95d4e5d77eb28dee70ccfa0b548e56ca,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales, Micrococcaceae,Rothia,0.914218327
78d81b00750eaccc6635b070085b4d38,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales, Xanthobacteraceae,Bradyrhizobium,0.869654324
d5b3e2256181d083769e7cbe2547e843,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Prevotellaceae,Alloprevotella,1
81d96525bd015b78acc51a3f06dcf09a,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales, Enterobacteriaceae,NA,0.999799968
c83de1fa8644cae296fb81c7d0b1c95b,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Streptococcaceae,Streptococcus,0.999999784
086605d3d0d8043656f49901477ad105,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales, Chitinophagaceae,Hydrotalea,0.999982174
2d903c6c2c94274e1fc2dfd05b28aad8,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales, Chitinophagaceae,Hydrotalea,0.999983647
4509f00c097d6ac06e787fdf4291c972,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Streptococcaceae,Streptococcus,0.999999756
d94079e1ce9d377c9783282155b2c5ab,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Prevotellaceae,Alloprevotella,1
9a33658ad17fc7f1fab1dbab1da6d104,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Carnobacteriaceae,Dolosigranulum,0.999999999
ced624ac539da0734ca9540b5bb3641e,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Streptococcaceae,Lactococcus,0.999999261
8b00e04a01f74b43b597b1105c115d4a,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pasteurellales, Pasteurellaceae,Actinobacillus,0.880710641
2265096bb1558f3291eb7207029c135d,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales, Moraxellaceae,Moraxella,0.817848737
3868fe642ad7a297f20fd29db63f1cfc,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Prevotellaceae,Prevotella 7,0.967093095
